key,11,12,13
2162695,釀酒師燈塔,某位燈塔看守人所見的風景。藍色的天空，藍色的大海。引導船隻的燈光熄滅之後，喝上一大口小麥酒，放眼張望遼闊的大海，簡直人生一大樂事。,在雨燕塔坍塌之後，人們建造了這座新的燈塔來指引航船。因為這裡主要指引的是出入小麥酒港的船隻，所以人們給其冠上了釀酒師的名號。在燈塔上可以一覽為警戒水神利維亞桑海嘯而設定的緩衝帶。
2162696,製革匠公會,某位製革匠所見的風景。小的時候經常在公會內尋找特別的立足點，能夠居高臨下俯視工匠的工作也別有一番樂趣。尤其是在陰天的午後，屋子高處的風稍微有些涼颼颼的。,格里達尼亞的製革匠在整個艾歐澤亞都頗有名氣，他們組成的工作室每天都在沉迷於對森林的恩惠進行加工。飛·烏爾工作室是其中尤為著名的一家工作室，技術不夠的公會成員甚至沒有資格冠上這個品牌，他們提供的商品一直都是供不應求。
2162697,碧企鵝瀑布,某個少年所見的風景。小瀑布的潺潺流水最能引起少年的興趣。在假裝睡了之後偷偷從家中溜出來，經過別人都不知道的秘密路線登到大人都無法觸及的高點，成就感油然而生。,據說很久以前，人們在這個活水湧流形成的小瀑布試養過碧企鵝這種鳥類，瀑布的名字也由此而來。第六星曆末期，賢人路易索瓦造訪格里達尼亞時喜歡來此進行思索，也讓這裡更加有名。
2162698,彎枝牧場,某個牧童所見的風景。氣球上的莫古力彷彿很享受陽光的照射。這樣的天氣實在是讓人想要坐下休息片刻啊。,由「莫古力禮峰」經營的牧場，致力於讓陸行鳥能夠安定地進行繁殖，為此還專門從該項手藝的發源地伊修加德招來了飼養員。印有莫古力圖案的氣球是這裡最顯著的標誌。
2162699,十二神大聖堂,某位園藝工所見的風景。陽光下的泉水閃閃發光，庭院中充滿了莊嚴的感覺。在如此環境下，相信即使是毫無信仰的人，也會誠心獻上一份祈禱吧。,在大冰雪時代之後，人們飽受飢餓和病痛的折磨，這座大聖堂就是當時的人們希冀得到所有十二神的加護而建造的。在第七靈災後的困難時代，為了再次得到神的加護，格里達尼亞的人民們對這裡進行了修繕。
2162700,妖精暫留地,某位博物學家所見的風景。為了更多了解妖精族在空中飛行時是什麼樣的感受而爬到了樹屋的屋頂上。映入眼中的，則是黑暗中的燈火通明。,在妖精族內部也並沒有對召喚雷神拉姆達成一致，暫留地的妖精們就是反對召喚的一派，他們離開了妖精領，來到這附近搭建起了一個暫時居住的村落。這裡的住房是植物的枝葉和果實被施加了魔法後變化而成的，懸掛於樹木之上，造型非常奇妙。因為妖精族可以飛行，所以房屋上完全沒有設立梯子。
2162701,御道,某位近衛騎士所見的景色。漫長的夜巡結束了，回到三塊銀板上與同僚敬禮交接。天色漸明，該回宿捨去好好睡一覺了。,烏爾達哈政府層的步行道。通向皇宮正門的這條道路上，有近衛兵團「銀胄團」的騎士看守在兩側。在王權強大的時期，路上聚滿了為拜見王族而來的民眾。可現今，這條路也不過就是富裕階層的人拿來散步用的道路罷了。
2162702,黃金廣場,某位雜技演員所見的景色。小氣的市民不見到騰雲駕霧的真功夫是不會投錢的，華麗地跳上通風庭院東側的路燈上，俯視這些來往的傢伙們吧。,黃金廣場在烏爾達哈的中心部，廣場中間配有噴水池，廣大市民都可以在這裡乘涼歇息。雖然黃金廣場曾是王族舞會專用的場所，可是近年來國家經濟困難難以維護，所以廣場的管理權也就移交給了普通市民。
2162703,貿易城邦烏爾達哈,某位冒險者所見的風景。站在豐饒神井的篷子上遙望沙之都，天上的星光與城中的燈光遙相呼應，真不愧於「荒野的寶石」這一美名。,屹立在荒涼沙漠薩納蘭的貿易城邦。高大的城牆內，無數圓形屋頂的建築物坐落其中。這個光景曾治癒過無數旅途勞累的旅行者。城市因貿易的緣故非常富裕，因此享有「荒野的寶石」這一美名。
2162704,希拉狄哈遺跡,某位冒險者所見的風景。滿天濃霧干擾了前行的路線，一不小心從懸崖上跌落，出現在眼前的竟然是昔日王國的廢墟，真是令人膽戰心驚。,古都希拉狄哈的遺跡。約400年前，這座城市因敗北於烏爾達哈而滅亡，時過百年，已被埋入沙中。烏爾達哈遷都之後，與埋在沙中的希拉狄哈有一部分重疊。
2162705,古菩猩猩的遺骸,某位園藝工所見的風景。慈悲的雨水降臨到乾涸的大地之上，令美麗的鮮花重新盛開。這一定是在慰藉這頭生物的遺骸吧。,被有很多罕見花草所簇擁的古菩猩猩遺骸。在靈災之時，陷入恐慌的古菩猩猩從庫爾札斯山上跑了下來，在穿過黑衣森林的時候，黏上了很多奇花異草的種子，然後在這裡筋疲力竭。
2162706,消逝王都,某位冒險者所見的風景。討伐任務結束後，站在已經倒塌的建築物上向上望去，低垂的雲層下，古老的廢墟依舊挺立在岩石後面。,火牆周邊的地面因為衛月碎片的墜落而產生了巨大的裂痕。在裂痕之下顯露出的是壯麗的遺跡。經研究表明，這裡很可能是貝拉哈迪亞後期塔塔梅夫一世的墓地。
2162707,跨天橋,某位商人所見的景色，從沙之都走向森之都的路，途中在石橋停泊一晚，第二天清晨所見的古老王像莊重而威嚴。,跨天橋是薩納蘭與黑衣森林相互往來用的石橋。作為格里達尼亞重要的貿易道路，由銅刃團蘭花聯隊旗下的防禦部隊駐守。另外，這裡對調查消逝王都的學者們來說也是重要的地點。
2162708,輕聲谷,聽某位農夫所說的傳聞。舉辦酒宴的好地方，飛濺的水花閃著晶瑩的光芒，即使在陽光下也令人感到清涼舒爽。,在源自奧·哥摩羅的尼姆河常年的侵蝕下形成的溪谷。無數細小的瀑布與潺潺流水共同演奏出清澈的交響樂。由於溪谷遮蔽了陽光，所以這裡成為了酒宴避暑的好地方，也因此受當地人喜愛。
2162709,盛夏農莊,從酒館聽到的傳聞。海賊們雖然放棄了原本的行當，可是一沾酒就又會回到從前那種動手打架的樣子，這時候還是登上坡道看戲比較好。,依照梅爾維布提督推行的遷入政策而開發的村落。目前由一些金盆洗手的海盜和資深農夫協力開拓。依靠無賴川豐富的水資源恩惠，使得拉諾西亞香橙的栽培取得了很大成功。
2162710,灰艦風車群,聽某位商人所說的傳聞。原本是為了避雨而躲在了小屋裡，可是蠻族卻突然出現了，沒辦法只好慌慌張張地跑到房頂上伺機逃跑。,這裡的風車主要用來研磨赤血雄雞農場的小麥和對羊毛進行縮絨。風車的扇葉都是利用的帆布，遠遠看去給人一種艦隊的感覺。
2162711,隱秘瀑布,聽某位女性所說的傳聞。坐在椅子上的客人的視線甚至比天上的太陽更加火熱。,由永恆川的流水形成的瀑布。富豪格格魯玖在瀑布潭所在的海岸準備了住宿設施，用來接待貴賓。或許還有專屬的舞女進行的特別招待。
2162712,白鷗塔,聽某位傭兵所說的傳聞。雨天的時候視野很不好，所以為了警惕來自大海的威脅，一定要站到高處進行監視。,由拉諾西亞特有的白色火山岩建成的小塔。既能夠作為燈塔，提示靠近的船隻已航行到深度較淺的海域；同時也能夠作為監視塔，監視著魚人族以及海盜的動向。塔的周圍棲息著大量白色海鷗，白鷗塔因此得名。
2162713,小麥酒港的利姆萊茵像,聽某位釀造師所說的傳聞。載滿酒桶的船隻總是會慢悠悠地駛出港口。而送行的人們則會對美麗的女神獻上祈禱。,對於長期航海的船隻來說，小麥酒港是補充必要物資的重要海港。在其中心部，豎立著航海女神利姆萊茵的雕像。這座由魯加族著名雕刻家雕刻而成的美麗女神像，至今仍在守護著出行的航船。
2162714,船舶墓場,聽某位燈塔看守所說的傳聞。散亂的漂浮物總是散發著令人毛骨悚然的氣息。太陽落山之後千萬不要到那裡去。,在海上遇難的船隻隨著洋流漂到了這裡，久而久之便成為了遇難船沉眠的墓場。根據當地人的傳言，很多船都是受到傳說中的魔物「塞壬」的魅惑而遇難的。
2162715,骷髏谷營地,從酒館聽到的傳聞。為了保持警戒，防衛據點總是會選在視野良好的地方，不過一般人很少有勇氣走進去。,黑渦團的軍事據點。起初為了警告南下的地靈族，曾將地靈族頭骨排列在山谷間，因而命名骷髏谷。如今，骷髏谷營地則是作為防禦二分石地一帶的魚人族的重要據點，發揮著無可替代的作用。
2162716,南北防波堤,從酒館聽到的傳聞。為了尋找重要的設備而爬到了篷子頂上，沒想到意外地還挺結實。,黑渦團的防禦壁。建造在被魚人族佔領的二分石地與骷髏谷的邊界間。因為魚人族的攻勢經常被比做「海浪」，所以這座高大的牆壁也就得到了防波堤的名字。現在的防波堤仍然在堅守其職責，抵擋著魚人族一波又一波的猛攻。
2162717,石綠湖營地,從酒館聽到的傳聞。泡澡泡暈了的時候，出來到高處吹吹涼風會有些緩解的效果。而且吹風的時候能夠看到的景色也是人間絕品。,受到靈災的影響，石綠湖水位大幅下降，原本潛藏在湖底的古代尼姆遺跡也得以重見天日。人們見有溫水湧出，於是將這裡建設成了面向傷兵的溫泉療養地。同時也建起了面向一般人的溫酒療養院。
2162718,撒拉奧斯的遺骸,聽某位博物學家所說的傳聞。要感受其輝煌的過去，一定要在晴朗的日子攀到其身軀的最高處。,露出地表的巨大古代生物化石。與曾經女神利姆萊茵解放的海蛇撒拉奧斯有淵源，所以被稱作撒拉奧斯的遺骸。另外，在這附近發現的海洋生物化石，也揭示了這座島嶼曾經處於海底深處。
2162719,吉吉盧恩交易站,從酒館聽到的傳聞。為了躲避魔貝的追趕，爬到了徹夜發光的燈上。可是等到準備下來的時候卻需要相當的勇氣。,盧恩族的商人吉吉盧恩經營的交易站。與他的兄弟梅梅盧恩經營的交易站是競爭關係。至於為什麼要在人煙稀少的地方開店，那就不得而知了。
2162720,尼姆浮游遺跡,聽某位冒險者所說的傳聞。漂浮在空中的神秘遺跡令人難以忘懷，水晶所發出光輝猶如地上的繁星。,古代尼姆城邦的遺跡。在第五星曆時代，尼姆文明曾在威爾布蘭德島繁榮一時。由於地脈的乙太偏屬性水晶化，導致風屬性的力量強化，使得一部分遺跡漂浮起來。這個景觀可以說是如夢似幻。
2162721,瞭望陣營地,從酒館聽到的傳聞。為了防備運輸路線上的意外，可以躲在牆上那些植物中進行監視。,在拉諾西亞外地設立的黑渦團營地。由海盜兵組成的「紅燕陸戰隊」鎮守於此，在高台上時刻監視著地靈族的動向。同時，從這裡向南望去，尼姆時代的「放浪神古神殿」遺跡風光也盡收眼底。
2162722,武伽瑪羅武裝礦山,聽某位士兵所說的傳聞。白天對敵人據點發動強襲作戰時，他登上了最高的熔爐，給了敵人一個下馬威。,地靈族開拓的武裝礦山。周邊有豐富的硫磺資源，滲出的地下水和工業廢水相互交融，形成了獨特的光景。憑藉人口劇增帶來的勞動力增加，使得擴張作業穩步進行。
2162723,隱者庵,聽某位冒險者所說的傳聞。一個不喜歡他人的怪人總是不在自己的房子裡。即使隨便進去坐坐也沒問題。,遙望著北方奧·哥摩羅山的山間小屋。由於火山地帶溫泉豐富，主人在房屋邊上還做出了一個天然的溫泉浴池。不過小屋的主人幾乎很少在家，可能是個喜歡在外面漂泊的人吧。
2162724,魔女咖啡館和大水車,從酒館聽到的傳聞。在為離開的人送行之時，讓人印象最深的便是壯大的水車在不斷地迴轉。,魔女咖啡館的名字據說是得自一種叫做魔女草的植物。在這家咖啡館的旁邊就是全艾歐澤亞最大的木造水車——「斐加加大水車」。這座水車向刻木匠公會的工房輸送動力，迴轉起來會發出很有韻律的聲音。
2162725,槍術師公會,聽某位衛兵所說的傳聞。因為有人告訴他可以去偷學一些技巧，於是他便找了一個自認為的最佳位置，可是卻被訓斥了。,槍術師公會是由著名槍術師米斯塔爾所創設。維持格里達尼亞治安的鬼哭隊現在也駐紮在這裡，在道場裡可以看到鬼哭隊士兵和槍術師公會的成員們一起努力練習的場景。
2162726,烤餅練兵所,聽某位衛兵所說的傳聞。要找到不見了的部下其實很簡單，跑到殘樁的最高處往下看就可以了。,雙蛇黨為訓練新兵而設立的練兵所。這裡的訓練場設立在黑衣森林獨有的巨大樹木「天柱樹」的樹樁上。樹樁的切面很像是扁平的圓形烤餅，練兵所也因此得到了這個奇妙的名字。
2162727,靜語莊園,聽某位冒險者所說的傳聞。被妖異所追趕拚命逃跑，等回過神來時已經身處一棵大樹的樹根上了。回頭看去，從窗戶中映出的燈光令人毛骨悚然。,原本是幻術皇的御用宅邸。二代以前的幻術皇認為這裡過於奢華而決定搬出，之後這裡就被交給了名門達爾坦庫爾家。靜語莊園中「靜語」一詞指的是人類和元靈之間那種不用語言的交流方式。
2162728,長老樹,聽某位幻術師所說的傳聞。天氣晴朗的日子裡，為了傾聽元靈的聲音，他會走入森林深處一棵巨大的古樹下面。,黑衣森林中最為年長的古樹。據格里達尼亞的法師們介紹，森林大元靈就是棲息在這棵大樹之中。由於樹齡已經超過了一千年，所以人們對這棵樹的果實也十分重視，將其命名為「千年果實」。
2162729,虹橋瀑布,聽某位幻術師所說的傳聞。流水與陽光所交織成的幻想之橋，那是人類與元靈緊密融合的證據。,流淌在黑衣森林中的東葉脈水流形成的瀑布。在陽光的照射下會映現出美麗的彩虹，於是當地人便親切地給了這個瀑布一個「虹橋」的愛稱。穿過瀑布的洞窟可以到達「再生的殘樁」。
2162730,搖籃樹,某位博物學家所見的風景。即使種族不同，保護後代延續生命的意志是共通的，在那些光芒裡蘊含著這個種族的未來。,妖精的種子需要在被稱作「搖籃」的繭裡進行成長，而能夠孕育出「搖籃」的則只有這棵大樹。沒有這棵樹，妖精族就無法繁衍，這棵樹的重要性由此可見一斑。周圍生長的月芽可以發出淡淡的如同月光一般的光，彷彿是在守護著這棵大樹。
2162731,巴斯卡隆酒家,聽某個醉漢所說的傳聞。醉酒後的第二天，醒來時發現自己被丟在了暴雨之中。可是無論如何都想不起來到底是怎麼到這裡來的了。,曾經當過哨兵的巴斯卡隆經營的酒館。因為巴斯卡隆胸懷寬大，不論是冒險者還是駐紮在附近的不法之徒，都能在這裡相安無事地對飲。這家酒館已經成為了某種意義上的避風塘，在這裡沒有紛爭。
2162732,森南飛艇坪,從酒館聽到的傳聞。那些拋棄了這個設施的傢伙一定想不到這裡居然會變成現在的樣子。,高風飛行社建設的貨運飛艇坪。不過在帝國軍入侵後，由於空中的安全問題無法得到保障，這裡便被關閉了。現在已經成為了當地的偷獵者們交易貨品的黑市所在地。
2162733,兀爾德恩惠地,聽某位幻術師所說的傳聞。神聖的森林中，有一個角落會發出淡淡的光芒，時隱時現的霧氣使那裡的氣氛變得更加神秘。,蘊含著豐富乙太的清澈泉眼。據聖典中記載，聖女兀爾德被惡神奧丁斬殺於此，此處因此被稱為「兀爾德恩惠地」，但這個傳說的真實性無從考證。
2162734,石場水車,聽某位獵人所說的傳聞。山好水好不如自己的家好。除掉煙囪口的灰塵時向下一望，這才是令人感到溫馨的家園。,南部林區中的輔城，在當初建設森之都格里達尼亞時，這裡曾經是加工石材的水車場。現如今已經不再經營這項行業，變為了森林獵人們所聚集的場所。
2162735,鳥人軍採伐所,聽某位哨兵所說的傳聞。他總能聽到森林裡傳來這樣的怒號：「砍下來的木材是用來生活的，不是用來跳到尖上去玩的。」,侵入黑衣森林的鳥人族採伐部隊砍伐樹木的場所。鳥人族從他們在塞爾法特爾溪谷的根據地派出裝甲氣球，經由庫爾札斯的風揚殖民地前來此地搬運木材。
2162736,隕石背陰地,聽某位衛兵所說的傳聞。月牙形的異物刺向天空。壓倒一切的存在感令所有人都為之震撼。,在第七靈災之時，衛月中封印古代蠻神的拘束具掉落在了這裡。這些巨大的圓環能夠抑制蠻神的力量，將那黑色的蠻神封印了諸多個世紀。可是現在，我們只能看到破損後的遺骸了。
2162737,榿木泉,聽某位開山工所說的傳聞。每前進一步都需要莫大的勇氣，沿著樹根走到極限的盡頭，會有一番新的感悟。,這裡過去是一片與「榿木泉」這個名字相符的、生長有無數榿木的繁茂森林，但第七靈災讓這裡發生了巨大的變化。衛月的碎片墜落在這裡，巨大的衝擊給大地造成的創傷至今仍未恢復。
2162738,帝國海上基地,聽某位士兵所說的傳聞。在偵察的途中，偶然從高處看到了夕陽中的補給基地，那種感受令人渾身發冷。,建造在羅塔諾海上的帝國海上基地，是加雷馬帝國的物資中轉基地，用於進行海上補給。由帝國第十四軍團的第十步兵大隊駐守。
2162739,黃昏灣的羅羅力特像,從酒館聽到的傳聞。只有比富豪更有錢的大富豪才能做出這種事。雖說可能會對財運有所幫助吧。,黃昏灣是烏爾達哈的海上關口。中央廣場的銅像，是按照阿爾迪納德商會的羅羅力特會長的形象建造的。雖然羅羅力特對港口投入了大量資金進行建設這點很讓人稱道，不過還是有些人認為這座雕像的容貌有些過度美化了。
2162740,黑塵驛站,聽某位鐵道員所說的傳聞。檢修設備很是辛苦，經常要半夜三更爬到高處去檢查小小的地方。,原本是銅刃團的駐地，因艾瑪吉娜礦山公司建設鐵道的關係，在這裡增設了驛站的功能。為了煉製採掘出來的礦石，這裡設定了最新的高熱爐，為烏爾達哈經濟建設作出了巨大的貢獻。
2162741,納爾之門,從酒館聽到的傳聞。既沒有工作也沒有錢，甚至連酒都喝不起，只能無所事事地度日，在布蓬上面看看荒野的風景。,烏爾達哈的主門之一。得名自掌管生者世界的納爾神。由於烏爾達哈是一座貿易城邦，所以主門建設得特別寬大，能夠允許兩輛載滿商品的陸行鳥篷車並行通過。
2162742,火牆,從酒館聽到的傳聞。想要看到舉世無雙的美景，就一定要到水晶上面眺望。,衛月墜落時的碎片貫穿了大地，使得地脈中的乙太大量流出。這些乙太結晶化，形成火炎形狀的偏屬性水晶。這可以說是第七靈災帶來的壯烈景觀之一。
2162743,黃金集市,聽某位採礦工所說的傳聞。越是偏僻的角落，就越有一勞永逸的可能。在日曬三竿的時候，爬到高高的欄桿上，尋找新的礦脈。,烏爾達哈的輔城。曾經作為貿易中轉地非常熱鬧，後因與東方貿易的中斷，導致這裡變得非常冷清。傳聞周邊一帶有著品質優良的秘銀礦床，人們也很期待通過礦業能夠振興這裡。
2162744,札爾神祠,聽某位聖職者所說的傳聞。只需靜靜地祈禱，便可獲得來生的利益。如暴雨般的懺悔之淚定能挽救人的靈魂。,供奉雙子神中的札爾神的神祠。札爾掌管著死後的世界，向其上供可以保佑來生的財富。為了進行節食祈禱，這裡還設有納爾札爾教團祈禱時用的設施。過去曾有很多前來巡禮參拜的人，可是近些年來人數下降了不少。
2162745,納爾神祠,聽某位聖職者所說的傳聞。只有隆重地祈禱，才能獲得現世的利益。向在霧中彷徨的靈魂進行布施，便能夠拯救他們吧。,供奉雙子神中的納爾神的神祠。由於納爾所掌管的是現世的利益，所以人們都認為誠心參拜後會有好事發生在自己身上。可是富裕階層的人僅僅靠購買密爾瓦內斯禮拜堂販賣的護身符即可滿足，所以幾乎沒有人來參拜神祠。
2162746,不悔戰陣,聽某位士兵所說的傳聞。荒野的風甚至能夠切割岩石。風化的岩柱之上是專注監視敵軍戰陣的好位置。,蜥蜴人軍的戰陣。名字中的「不悔」表明了蜥蜴人戰士永不退卻的精神。他們把火神伊弗利特焚燒過的南薩納蘭贊拉克地區當做聖地。在歷史上，蜥蜴人族和烏爾達哈也有過很多衝突。
2162747,工藝神擊,聽某位採礦工所說的傳聞。雖然強烈的日照與高熱的地面會讓人很快便精疲力竭，但是古代亞拉戈遺跡的吸引力，就猶如寶山一樣會令人無法自拔。,艾瑪吉娜礦山公司為了從沙漠之中挖掘出古亞拉戈時代遺跡而設定的大型挖掘機。原本是希望這台機器能夠像工藝神的大錘一樣打出無比強悍的一擊，可惜由於耐熱性不是很好，總是會出現這樣那樣的問題。
2162748,喀恩埋沒聖堂,從酒館聽到的傳聞。想要研究當年的構造時，通過傾斜的牆面登上高處會比較快。,古代貝拉哈迪亞城邦時代的遺跡。這裡曾是貝拉哈迪亞祭拜太陽女神阿澤瑪的神殿，歷代國王為了展示自己的權力，曾多次改造神殿。
2162749,牛魔里程,聽某位士兵所說的傳聞。在因為一點點熱浪就停止訓練的都是蠢貨。真正的男子漢，要將堅韌的毅力和剛強的肉體結合到一起。,為了對抗東阿爾迪納德商會的龐大資本，中小規模的旅行商人們組成了一個名為「商隊互助會」的組織，這裡便是組織交易所之一。此處交易所建立在第七靈災之後，是為了與危險的撒溝厲沙漠方面進行貿易而專門建立的。
2162750,東側監視塔,聽某位士兵所說的傳聞。站崗時最大的敵人便是自己的睡意。當頭腦有些不清醒時，走到旗幟的尖端敬一次禮，睡意應該就會消散了。,用於監視帝國南方堡的監視塔。帝國南方堡由加雷馬帝國第十四軍團建造，是確保魔導兵器燃料資源供應的採掘據點。恆輝隊駐守此監視塔，不分日夜地監視著採掘據點的狀況。
2162751,青磷水輸送管,聽某位士兵所說的傳聞。整備格子鐵門非常花時間，晴天的時候視野還好說，可是一旦不小心將鐵門放了下去就會出大事了。,向精煉所輸送青磷水的管道。現在在艾歐澤亞需要利用青磷水的裝置越來越多，從飛空艇到各種機械，燃料的需求量明顯增大。為此艾瑪吉娜礦山公司也花費了巨資來增加設備。
2162752,藍霧,聽某位工作員所說的傳聞。即使到現在也沒有適應那種藍色的霧氣，不過霧散天晴的時候，翹掉工作到高處遙望溪谷真的是一種不錯的享受。,北薩納蘭的溪谷地帶是在艾歐澤亞數一數二的青磷水儲存地。在獲取青磷水的時候產生的氣體，使得周邊被藍霧籠罩，也因此成為了此地的景點。
2162753,勞班緩衝地,聽某位士兵所說的傳聞。即使雲層密布之時，衛月的爪痕也依舊攝人心魄。站崗放哨時一定要針對那裡仔細檢查。,趁著第七靈災混亂之際，帝國軍向北薩納蘭發起了進攻，然而恆輝隊的勞班局長卻在戰力處於劣勢的狀況下依舊奮戰到底，終於成功守住了青磷精煉所。戰後，兩陣營之間的中間地帶便被稱作勞班緩衝地。
2162754,艾瑪吉娜秘銀廢礦,聽某位冒險者所說的傳聞。之前曾被一群可疑的傢伙抓到過，後來在大霧的掩護下，通過圍欄柱子壞掉的地方逃了出來。,在20年前左右被放棄的廢礦。這裡的秘銀礦脈曾經非常豐富，是為艾瑪吉娜礦山公司帶來「秘銀熱」的重要舞台，可惜後來礦脈逐漸枯竭，最終被放棄了。現在，這裡則變成了邪教集團「最後之民」的秘密基地。
2162755,劍峰,聽某位技術工所說的傳聞。整備作業經常要忙到太陽落山，完全沒有欣賞周圍景色的空閒。,矗立於庫爾札斯中央高地的高峰。據正教的聖典記載，戰爭女神哈羅妮揮劍刺入天空，從而將天界與地面徹底隔離。不過由於衛月的碎片刺入了山間，使得這把利劍的劍刃有些變形了。
2162756,阿德內爾占星台,從酒館聽到的傳聞。一不小心從高處掉了下來，本以為死定了，卻被吊燈救了一條命，真是九死一生。,配備有全艾歐澤亞最大天文望遠鏡的占星台。在觀測天體運動的同時也承擔著預測龍族動向的工作。據說占星台的名字來源於伊修加德歷史上最偉大的占星學家。
2162757,龍族遺骸,聽某位騎兵所說的傳聞。每次看到那條屍體時，無論天氣多麼寒冷，都會立刻想到用弩砲貫穿巨龍的瞬間，頓時就會熱血沸騰了。,被白雲崖前哨的對龍弩砲打下的龍族的遺骸。在庫爾札斯的嚴寒氣候中結冰，基本沒有腐爛。遠遠看去還以為是一隻龍在雪中沉睡。
2162758,皇都伊修加德,聽某位騎兵所說的傳聞。故鄉的城堡聳立在蒼天之下，遙遙望去，心頭的信念會變得更加堅定，無論前方的戰鬥多麼嚴峻，我們也不能捨棄保家衛國的決心。,伊修加德是一座宗教城邦。為了防範龍族的襲擊，城牆不但分為多個等級，上面還布有多重魔法屏障，同時成群的高聳尖塔上都設有對龍弩砲。因為伊修加德正教的教皇居住於此，所以此地也被稱為皇都。
2162759,巨石丘,聽某位騎兵所說的傳聞。就算是巨大無比的赤色岩石，在這裡也能看到其完整的全貌。,劍峰山麓的廣闊山丘，過去有很多巨大的岩石點綴於此，因此得名「巨石丘」。靈災之後，原本覆蓋於衛月外殼上的暗物質附著在這片山丘上，形成了一種新的奇妙岩石。
2162760,戰爭神秘石,聽某位騎兵所說的傳聞。站在神聖的秘石之前能夠感受到來自天空的視線。渾身都會緊張得無法自控。,顯現出戰爭神哈羅妮的神印的神聖之石。對尊崇哈羅妮為主神的伊修加德正教來說，這塊秘石所在的洞穴是重要的聖地。因此，他們在這裡建造了秘石塔，嚴加看守。
2162761,披雪大冰壁,聽某位調查員所說的傳聞。可能只有留在這邊的人才會認為那裡是西方的盡頭吧。即使是晴朗的日光，也無法令凍結的淚水融化。,第七靈災引發的屬性變動，使得庫爾札斯地區以異常的速度變成了冰天雪地。僅僅5年的時間，奔流江和雙子池的水便被冰結，形成了擎天的大冰壁。同時通往庫爾札斯西部的陸路也被隔斷了。
2162762,巨龍首營地,聽某位騎兵所說的傳聞。每次上屋頂除雪都是重體力勞動，不過視野開闊倒是很不錯的回報。讓白色的屋頂變回原本的綠色是我們持續不斷的任務。,守衛皇都伊修加德的據點。名門福爾唐家的騎兵團駐守於此，對龍族和異端者、還有來自東方的入侵者鳥人族保持著警戒。據點的名字來自於附近的一塊酷似龍頭的巨大岩石。
2162763,鋼衛塔,從酒館聽到的傳聞。想要知道鋼衛塔的情況，需要從塔的下方小心翼翼地觀察。,對龍城塞，但現在已被破壞。這座塔原本和西方的石衛塔遙相呼應，共同構成了伊修加德的防衛雙壁。但在黃龍斯瓦拉率領的龍族攻勢下化作了一片廢墟，現在只留下了一部分的外牆。
