key,2
47,在街上閒逛時，總會遇到些讓人不禁歪頭納悶的怪事，<hex:02100103>加利若和茹萊兄弟的爭吵就是典型例子。<hex:02100103><hex:02100103>他們雖然打著釣魚對決的名號，<hex:02100103>但鯽魚卻是冒險者每天帶過去的。<hex:02100103>說白了就是他們自己不釣，全靠別人提供。<hex:02100103>這還算哪門子釣魚對決啊？<hex:02100103>更奇怪的是那些冒險者，明明報酬少得可憐，<hex:02100103>為什麼還會那麼積極地天天幫忙……
48,說起來，這附近以前好像出現過神秘的巨型生物。<hex:02100103>不過事後整理的所有報告都有些讓人摸不著頭腦。<hex:02100103><hex:02100103>有的說它因為出沒地點聚集了太多冒險者而瞬間被擊敗，<hex:02100103>也有的說根本沒見過那種生物，<hex:02100103>說法亂七八糟的。<hex:02100103>但所有報告都透著一股歡快的氣氛，<hex:02100103>估計是什麼慶典活動吧。
49,唉，今天又白跑一趟。<hex:02100103>收集印章真的太累了……<hex:02100103><hex:02100103>算了，抱怨也沒什麼用，<hex:02100103>事在人為，能打過就已經很不錯了。<hex:02100103>回去和夥伴泡個溫泉轉換下心情吧。
50,今天打蚯蚓，明天打螃蟹，<hex:02100103>後天估計又得去打那個軟趴趴的水蛭。<hex:02100103><hex:02100103>但那個黏糊糊的吻和讓人渾身無力的霧氣……<hex:02100103>我真是應付不來……<hex:02100103><hex:02100103>唉，要不換個地方吧，<hex:02100103>比如羅蘭莓田。<hex:02100103><hex:02100103>狩獵地點不同，收入也不同，我得好好盤算一下……<hex:02100103>不過這也是當隊長的樂趣所在。
51,很久很久以前，有個繁榮到觸達天際的偉大文明。<hex:02100103>然而，那個文明的領導者因為妄想建造永恆的樂園而觸犯了禁忌。<hex:02100103><hex:02100103>最終，禁忌導致了文明覆滅，<hex:02100103>眾領導者也陷入了永久的沉睡。<hex:02100103><hex:02100103>但切莫忘記，<hex:02100103>那群人是永不消亡的亡靈……<hex:02100103>他們至今一定仍未放棄那個虛妄的夢。
52,我們保全院的存在意義究竟是什麼？<hex:02100103>無非就是「為人類的生存貢獻力量」。<hex:02100103><hex:02100103>在這個偏向雷屬性的世界中，<hex:02100103>我們既要創造一個人們能夠安全生活的淨土，<hex:02100103>又要攻克侵蝕人體的麻痺症治療方法……<hex:02100103>針對這些難題，我們至今提出了多種應對思路，<hex:02100103>但最終竟然被一個年齡尚小的天才找到了徹底解決的方法。
53,根據我們的領導者卡琉克斯所說，<hex:02100103>生物的生命源自靈魂而非肉體，<hex:02100103>鐫刻在靈魂上的記憶才是人類的本質。<hex:02100103>隨後，他以這一觀點為基礎，<hex:02100103>向我們展示了用雷轉質管理靈魂的理論。<hex:02100103>他認為靈魂是乙太構成的，只要是乙太，就必然可以單獨儲存。<hex:02100103>於是，我們用重刑犯和志願者進行了試驗，<hex:02100103>成功固定住了人在死亡時釋放的乙太。<hex:02100103>自此，人類科技在卡琉克斯的領導下邁出了史無前例的一步。
54,實驗成功了，我們把儲存在特殊雷轉質裝置中的靈魂注入給了機器兵，<hex:02100103>機器兵成功成為了靈魂主人的新身體。<hex:02100103>從此，我們再也不用擔心肉體會被雷屬性侵蝕。<hex:02100103>然而，我們的領導者卡琉克斯似乎並沒有滿足於這一偉業。<hex:02100103>他又提出了將靈魂與記憶分離，<hex:02100103>把靈魂用作資源，同時賦予記憶永恆生命的方案。<hex:02100103>他認為記憶無非是可以備份的數據，沒有與靈魂捆綁在一起的必要。<hex:02100103>或許正因為他天生身患頑疾、餘命無幾，<hex:02100103>所以才能領悟出這種純粹的資訊生命——永久人的進化之路吧。
55,
56,
57,
58,
59,
60,
