97,,,
98,,,
99,<hex:02100103><hex:02100103>基礎能力值： 力量 <hex:022003E80203>/靈巧 <hex:022003E80403>/耐力 <hex:022003E80303>/智力 <hex:022003E80503>/精神 <hex:022003E80603>,,
100,? ? ?,,
101,RACE&GENDER,種族,
102,TRIBE,部族,
103,GENDER,性別,
104,LOOKS,外貌,
105,BIRTHDAY,誕生日,
106,GUARDIAN,守護神,
107,CLASS,職業,
108,HOME WORLD,原始伺服器,
109,NAME,姓名,
110,Hyuran<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"與其他種族相比，人族的體型在各方面都處於平均水準。
雖然在古代，艾歐澤亞地區的人族數量並不是很多，
不過歷經從大約一千年前開始的前後三次大遷移之後，
人族現已成為艾歐澤亞人口最多的種族。
不過由於人口眾多，即使是相同的種族有著不同的祖先，
所以他們的種族意識相當低，相比起來更加注重個人的自由。"
111,人族,,
112,Elezen<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"精靈族的主要特徵是較長的四肢和瘦高的身體。
精靈族是曾經主宰艾歐澤亞地區的原住民，有著非常高的自豪感。
雖然在過去精靈族曾經與大量遷徙而來的人類進行過激烈的戰鬥，
不過現在雙方已經互相理解，並且共同走上了發展之路。
與人族比起來，精靈族的平均壽命會長一些，這也是他們的特徵之一。"
113,精靈族,,
114,Lalafell<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"矮矮的胖胖的是拉拉菲爾族給其他人的第一感覺。
在主要種族中，拉拉菲爾族的體型最為小巧，看上去幾乎像小孩子一樣。
可以說在其他種族的眼裡，他們的年齡是最難推測的。
拉拉菲爾族原本是南洋群島的農耕種族，
後來發展到大航海時代，他們為了擴大貿易而來到艾歐澤亞。
在對外方面，拉拉菲爾人對任何種族都能夠積極進行交流，
無論和哪個種族都建立起了良好的關係。"
115,拉拉菲爾族,,
116,Miqo'te<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"高揚的耳朵與柔軟的尾巴是貓魅族的特點。
在第五靈災「大冰雪時代」，有一支狩獵種族為了追捕獵物而渡過了海洋，
貓魅族正是這成功到達艾歐澤亞的勇敢種族的後裔。
不過也因為這個原因，種族人數在艾歐澤亞地區屬於少數。
他們在族內的領地意識也很強，所以即使是成為了城邦居民，
大多數貓魅人也還是喜歡獨居生活。
尤其是男性貓魅族人，在避免接觸他人這點上來說有著極強的傾向。"
117,貓魅族,,
118,Roegadyn<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"魯加族的體型非常巨大，處處體現出堅實和厚重的感覺。
魯加族是曾經在北洋拼搏的海洋種族的後裔，
他們的祖先多數是駕駛著長船來到艾歐澤亞的。
雖然魯加族比拼勇猛的習俗在其他種族看來會有些野蠻，
不過他們重情重義的忠厚一面也廣為人知，
歷史上也曾經出現過諸多偉大的武者。"
119,魯加族,,
120,Midlanders,,"即使是在人口眾多的人族中，中原之民的數量也達到了一半以上。
雖然部族名字的由來是因為多數人來自低地，不過其實也有很多不同。
在各地的城鎮和村莊裡都有中原之民的身影，他們從事著各種各樣的行業。"
121,中原之民,,
122,Highlanders,,"高地之民是人族的一支部族，曾以基拉巴尼亞高地地區為領地。
高地之民的體格比中原之民要健壯，而且他們也很以自己的強健肉體為傲。
隨著阿拉米格要塞城邦的淪陷，失去了祖國的流民流離到各地，
在烏爾達哈貿易城邦中也有很多阿拉米格的難民。"
123,高地之民,,
124,Forester,,"森林之民是自古以來就以黑衣森林地帶為據點的部族。
多數人在伊修加德城邦和格里達尼亞城邦建國之後就一直居住其中。
森林之民喜好秩序，尊重規律，不過這一點卻總被其他種族誤解為高傲。"
125,森林之民,,
126,Shader,,"黑影之民在過去幾百年內一直以森林地帶中那些昏暗的鐘乳洞為據點。
他們的祖先在格里達尼亞城邦建國時與主流派的森林之民決裂，
一直過著陰暗的穴居生活。
黑影之民不喜歡被約束，即使是現在，與城邦保持距離的人也不在少數。"
127,黑影之民,,
128,Plainsfolk,,"平原之民是遷移到拉諾西亞適合耕種的平原地區生活的部族。
雖然大多數人都從事農業，不過以利姆薩·羅敏薩海洋城邦為據點，
從事海運及漁業的人也不少。
平原之民通常都是處於悠閒自得逍遙自在的狀態。"
129,平原之民,,
130,Dunesfolk,,"沙漠之民是遷移到薩納蘭荒涼的沙漠地帶生活的部族。
他們建立起了烏爾達哈貿易城邦，以善於經商聞名於世。
沙漠之民傾向於有了想法便立刻動手去做，基本都是實踐主義者，
這種性格對於他們捕捉商機也帶來了很大幫助。"
131,沙漠之民,,
132,Seekers of the Sun,,"逐日之民通常自稱為「太陽的使者」，信仰太陽神阿澤瑪的信徒很多。
雖然從艾歐澤亞整體來看，這一種族的總人口數量很少，
不過在利姆薩·羅敏薩，卻有著相當一部分已經融入了和其他種族共同生活的環境中。
此外，據說這一種族內還有一部分氏族生活在撒溝厲沙漠等邊境地區。"
133,逐日之民,,
134,Keepers of the Moon,,"護月之民通常自稱為「月亮的守衛」，信仰月亮神梅茵菲娜的信徒很多。
他們主要在黑衣森林過著狩獵生活，也因此與將他們視為偷獵者的
格里達尼亞居民長年處於對立的狀態。
不過近年來貌似有所和解，現在也有一部分人生活在城邦內。"
135,護月之民,,
136,Seewolf,,"北洋之民曾是以「海狼」之名從北方的海域侵襲而來的海盜。
現在作為構成利姆薩·羅敏薩海洋城邦的主要部族，
多數人都在從事著水手及水兵一類的工作。
北洋之民一直遵從著古老的傳統習慣，他們的名字也是由古魯加語而來。"
137,北洋之民,,
138,Lohengarde,,"紅焰之民是聚居在北阿巴拉提亞山脈的少數部族。
因為很多人都從事著傳統的傭兵產業，所以他們把名字改成了
便於記憶的通用語形式。
現在在烏爾達哈也經常能看到紅焰之民活躍在劍鬥士和保鏢等領域中。"
139,紅焰之民,,
140,Au Ra<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"敖龍族來自東洲奧薩德次大陸。
這一種族最大的特徵是頭部明顯的雙角和一部分鱗質化的皮膚。
頭上的角是他們引以為傲的特徵，同時也有著聽覺和空間認知的作用。
雖然有種說法說這個東方的種族是龍的傳人，
但是現在的學術界仍然對這種說法有著極大的爭議。
學者們聲稱人和龍是不同的物種，完全沒有融合的可能。
最為關鍵的證據便是龍族的角沒有聽覺和空間認知能力。
敖龍族的男性通常身材高大魁梧，女性則小巧可人，
這也是龍族所不具備的另一特徵。"
141,敖龍族,,
142,Raen,,"在敖龍族的創世神話中，所有的族人都由晨曦之父與暮暉之母所生。
晨曦之民除了身上帶有發出微弱光芒的白色鱗片之外，
還繼承了晨曦之父安靜堅忍的性格。
晨曦之民原本居住在東洲邊境的溪谷地帶，
近年通過海路來到了艾歐澤亞。"
143,晨曦之民,,
144,Xaela,,"在敖龍族的創世神話中，所有的族人都由晨曦之父與暮暉之母所生。
暮暉之民除了身上帶有發出微弱光芒的黑色鱗片之外，
還繼承了暮暉之母勇猛好鬥的性格。
暮暉之民基本上居無定所，
總是以家庭為單位不斷地從一個地方流浪到另一個地方。"
145,暮暉之民,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,CUSTOM,,
153,自訂,,
154,Halone,,
155,冰河與戰爭女神：哈羅妮,,
156,Menphina,,
157,雙月與慈愛女神：梅茵菲娜,,
158,Thaliak,,
159,河流與知識之神：沙利亞克,,
160,Nymeia,,
161,行星與命運之神：妮美雅,,
162,Llymlaen,,
163,海洋與航海女神：利姆萊茵,,
164,Oschon,,
165,山岳與放浪之神：奧修昂,,
166,Byregot,,
167,建築與工藝之神：比爾格,,
168,Rhalgr,,
169,彗星與破壞之神：拉爾戈,,
170,Azeyma,,
171,太陽與審理女神：阿澤瑪,,
172,Nald‘thal,,
173,地底與商貿之神：納爾札爾,,
174,Nophica,,
175,大地與豐饒女神：諾菲卡,,
176,Althyk,,
177,重力與光陰之神：阿爾基克,,
178,Gladiator,,"從短劍到長劍，從雙刃的直劍到單刃的彎刀，
劍術師能夠使用一切單手劍與敵人在近距離一決高下。
劍術師的技巧以守勢為主，首先將敵人牢牢牽制住，
利用盾牌擋下對方的進攻，再用手中的利劍進行回擊。
在團隊作戰中，劍術師一向勇敢地沖在隊伍的最前方，
成為整個隊伍的堅盾，在敵人的攻擊中保護同伴不受傷害。

開始地點：烏爾達哈"
179,,,
180,Pugilist,,"格鬥家是修練傳統護身術的戰士。
其經過鍛鍊的拳腳已經擁有超於常人的力量，
裝備格鬥武器之後更是如虎添翼，甚至能夠使破壞力加倍。
由於甲胄會妨礙身體活動，所以格鬥家們向來輕裝上陣。
降低防禦力的同時增強的靈活性及攻擊力會令任何敵人為之震顫。

開始地點：烏爾達哈"
181,,,
182,Marauder,,"「大斧」通常是海盜們在破壞敵船或強襲登陸時使用的武器，
斧術師則是以使用這種高破壞性武器為主的專家。
雖然大斧給人以很強烈的傳統海盜武器的印象，
但是由於在戰爭以及討伐魔物時都有著非常出色的表現，
所以也有很多斧術師被尊為英雄留下了英名。
豪爽的戰鬥方式及出眾的破壞力，令斧術師能夠深陷敵陣仍悠然自得。

開始地點：利姆薩·羅敏薩"
183,,,
184,Lancer,,"槍術師以雙手長槍等刺殺武器為主，是身手矯健的戰士。
曾經在強盛的阿拉米格尖槍兵的影響下，出現過一段競爭槍柄長度的風潮，
不過現在已經發展成多種長槍混合使用了。
想要將長柄武器掌握得隨心所欲可不是一件簡單的事情。
不過，一旦能夠掌握其技巧，便可用猶如狂風暴雨般的身手橫掃戰場。

開始地點：格里達尼亞"
185,,,
186,Archer,,"弓箭手的主旨為利用手中弓箭從遠距離外進行狙殺及曲射。
在艾歐澤亞，最普及的弓術有兩種，
分別為精靈族弓兵所擅長的長弓術及貓魅族獵人代代相傳的短弓術。
理解並掌握每種弓的特性，以及選准有利的位置，是成為一名弓箭手的第一步。
一旦將技巧熟練掌握之後，戰場上就可以帶來如雨般的飛箭。

開始地點：格里達尼亞"
187,,,
188,Conjurer,,"幻術師能夠使用幻術魔法，這是一種受到屬性影響很強烈的魔法。
通過感受自身周圍萬物，可以發現土、風、水等自然屬性。
攜帶上以自然物為素材做出的魔器「幻具」，
便可以將自己的乙太與周圍的元素轉換成魔法。
由於幻術師都很擅長恢復及強化等施展到肉體身上的魔法，
所以高級幻術師同時也是一名優秀的醫療能手。

開始地點：格里達尼亞"
189,,,
190,Thaumaturge,,"所謂咒術，是指利用自身的消極性情而發動的魔法。
咒術師能夠通過觀測自己的內心本性，將心中蘊藏的神秘力量發動出來。
咒術師所持有的魔器被稱為「咒具」，是將念珠嵌入到笏板之中構成。
並以念珠為集中點注入乙太力，便可發動出破壞性極強的魔法。

開始地點：烏爾達哈"
191,,,
192,Arcanist,,"秘術師能夠通過法術來操縱特定的使魔。
秘術以南洋傳來的算術為源頭，通過獨特的幾何學圖形「魔紋」來控制精神力。
平時秘術師都會攜帶描繪有多種魔紋的「魔導書」以便隨時變更乙太的流動。
另外，在解開寶珠的神秘原理後，通過特定的魔紋還能夠召喚出寶石靈獸。

開始地點：利姆薩·羅敏薩"
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,預設,,
201,身高,,
202,膚色,,
203,聲音,,
204,體型,,
205,,,
206,,,
207,體型,,
208,,,
209,胸圍,,
210,耳朵大小,,
211,耳朵形狀,,
212,,,
213,耳朵大小,,
214,耳朵形狀,,
215,胸圍,,
216,耳朵大小,,
217,耳朵形狀,,
218,,,
219,耳朵大小,,
220,耳朵形狀,,
221,胸圍,,
222,尾巴長度,,
223,尾巴形狀,,
224,,,
225,尾巴長度,,
226,尾巴形狀,,
227,胸圍,,
228,體型,,
229,,,
230,,,
231,體型,,
232,,,
233,胸圍,,
234,髮型,,
235,頭髮特徵,,
236,髮色,,
237,挑染,,
238,臉部,,
239,臉部特徵,,
240,臉部特徵顏色,,
241,臉部輪廓,,
242,眉毛,,
243,眼睛,,
244,眼瞳,,
245,瞳色,,
246,鼻型,,
247,嘴型,,
248,唇色,,
249,面妝,,
250,面妝顏色,,
251,確定,,
252,臉部,,
253,尾巴長度,,
254,尾巴形狀,,
255,,,
256,尾巴長度,,
257,尾巴形狀,,
258,胸圍,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,
265,最矮,,
266,較矮,,
267,標準,,
268,較高,,
269,最高,,
270,約<hex:022003E80203>.<hex:022003E80303> cm,,
271,,,
272,,,
273,,,
274,,,
275,類型1,,
276,類型2,,
277,類型3,,
278,類型4,,
279,類型5,,
280,類型6,,
281,類型7,,
282,類型8,,
283,類型9,,
284,類型10,,
285,類型11,,
286,類型12,,
287,,,
288,,,
289,,,
290,非常瘦弱,,
291,比較瘦弱,,
292,標準,,
293,比較強健,,
294,非常強健,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,非常瘦弱,,
306,比較瘦弱,,
307,標準,,
308,比較強健,,
309,非常強健,,
310,,,
311,,,
312,,,
313,,,
314,,,
315,最小,,
316,較小,,
317,標準,,
318,較大,,
319,最大,,
320,最短,,
321,較短,,
322,標準,,
323,較長,,
324,最長,,
325,類型1,,
326,類型2,,
327,類型3,,
328,類型4,,
329,,,
330,,,
331,,,
332,,,
333,,,
334,,,
335,最短,,
336,較短,,
337,標準,,
338,較長,,
339,最長,,
340,類型1,,
341,類型2,,
342,類型3,,
343,類型4,,
344,,,
345,最小,,
346,較小,,
347,標準,,
348,較大,,
349,最大,,
350,非常瘦弱,,
351,比較瘦弱,,
352,標準,,
353,比較強健,,
354,非常強健,,
355,類型1,,
356,類型2,,
357,類型3,,
358,類型4,,
359,,,
360,,,
361,,,
362,,,
363,,,
364,,,
365,非常瘦弱,,
366,比較瘦弱,,
367,標準,,
368,比較強健,,
369,非常強健,,
370,類型1,,
371,類型2,,
372,類型3,,
373,類型4,,
374,,,
375,最小,,
376,較小,,
377,標準,,
378,較大,,
379,最大,,
380,最短,,
381,較短,,
382,標準,,
383,較長,,
384,最長,,
385,類型1,,
386,類型2,,
387,類型3,,
388,類型4,,
389,,,
390,,,
391,,,
392,,,
393,,,
394,,,
395,最短,,
396,較短,,
397,標準,,
398,較長,,
399,最長,,
400,類型1,,
401,類型2,,
402,類型3,,
403,類型4,,
404,,,
405,最小,,
406,較小,,
407,標準,,
408,較大,,
409,最大,,
410,非常瘦弱,,
411,比較瘦弱,,
412,標準,,
413,比較強健,,
414,非常強健,,
415,,,
416,,,
417,,,
418,,,
419,,,
420,,,
421,,,
422,,,
423,,,
424,,,
425,非常瘦弱,,
426,比較瘦弱,,
427,標準,,
428,比較強健,,
429,非常強健,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,最小,,
436,較小,,
437,標準,,
438,較大,,
439,最大,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,DISCIPLES OF WAR,,
446,戰鬥菁英,,
447,DISCIPLES OF MAGIC,,
448,魔法導師,,
449,,,
450,,,
451,,,
452,,,
453,,,
454,,,
455,,,
456,,,
457,,,
458,Hrothgar<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"硌獅族來自北洲伊爾薩巴德大陸。
他們有著發達的肌肉和尖銳的爪子與鋒利的牙齒，其長相會讓人誤以為是獅子或豹子。
正因為他們的這般長相，所以被其他種族視為野蠻人，導致與其他種族之間的戰鬥不斷。
直到通用語出現後，各種族才更加了解對方，從而才慢慢加深了相互之間的交流。
硌獅族男女出生比例非常極端，幾乎看不到女性。"
459,硌獅族,,
460,Viera<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>,,"維埃拉族是奧薩德次大陸的少數民族，其名字的意思為森林居民。
自古以來，他們就隱居在森林深處構築著自己的歷史，
現如今依舊很少出現在其他種族的生活圈內。
特別是他們有規定成年男性要獨自過著流浪生活，所以很少見到男性維埃拉族。
另外，維埃拉族的外觀與人族和精靈族非常相近，特徵則是那發達的大長耳朵。"
461,維埃拉族,,
462,Helions,,"擁有暖色毛髮的硌獅部族。
他們以女王為中心，生活在北洲大陸南部的博茲雅地區。
在他們自己的語言中並不存在對自身部族的稱呼，
不過那以一名女性指導者為中心，多數男性為之行動的社會構造，
正像是以太陽為中心環繞的彗星，因此通用語中將他們稱為掠日之民。"
463,掠日之民,,
464,The Lost,,"擁有冷色毛髮的硌獅部族。
在很久以前，他們捨去了定居生活，開始了流浪生活。
他們時而是體力勞動者，時而是助人的傭兵，有時甚至是旅行商人，
根據不同時期改變自己的職業，過著隨性的自由生活。
這種生活方式被比喻為遠離太陽的彗星，故被稱作迷蹤之民。"
465,迷蹤之民,,
466,Rava,,"擁有褐色皮膚能夠融入昏暗密林的維埃拉部族。
他們將葛爾摩大密林視為聖地，稱自己為森林的守護者，
對未經允許就踏入森林的人，將會用長槍與弓箭歡迎對方。
在受到舊達爾馬斯卡王國統治的時期，他們依然享有自治權。
雖然大部分族人至今維持著古樸的生活習慣，不過也有小部分人離開森林去到了外界生活。"
467,密林之民,,
468,Veena,,"擁有白色皮膚如同飄雪點綴山林的維埃拉部族。
他們以斯卡提山脈南側的山腹附近為根據地，
堅持著古時延續下來的狩獵採集的生活，完全斷絕與外界的接觸。
其中也有人捨棄了這種生活，走出了故鄉，
因受到戰亂餘波的影響，其中一部分人前往了艾歐澤亞。"
469,山林之民,,
470,,,
471,哈羅妮是司掌冰河與戰爭的女神，同時也是伊修加德城邦的守護神。<hex:02100103>她有著冰屬性的神力，負責管理星一月的運行。<hex:02100103>據傳說，哈羅妮是破壞神拉爾戈的女兒，也是大地神諾菲卡的敵人。<hex:02100103>她經常被描繪為一位裝備著青銅巨盾的強大戰士。象徵符號則是三把並列的尖槍。,,
472,梅茵菲娜是司掌雙月與慈愛的女神。<hex:02100103>她有著冰屬性的神力，負責管理靈一月的運行。<hex:02100103>據傳說，梅茵菲娜是太陽神阿澤瑪同父異母的妹妹，也是山岳神奧修昂的戀人。<hex:02100103>她經常被描繪為一位手持平底鍋的侍女。象徵符號則是一輪滿月。,,
473,沙利亞克是司掌河流與知識的男神，同時也是薩雷安城邦的守護神。<hex:02100103>他有著水屬性的神力，負責管理星二月的運行。<hex:02100103>據傳說，沙利亞克是海洋神利姆萊茵的父親，也是工藝神比爾格的師傅。<hex:02100103>他經常被描繪為一位手持白蠟木手杖的學者。象徵符號則是一個卷軸。,,
474,妮美雅是司掌行星與命運的女神。<hex:02100103>她有著水屬性的神力，負責管理靈二月的運行。<hex:02100103>據傳說，妮美雅是光陰神阿爾基克的妹妹，也是破壞神拉爾戈的主人。<hex:02100103>她經常被描繪為一位披戴著白色面紗的紡織人。象徵符號則是一架紡車。,,
475,利姆萊茵是司掌海洋與航海的女神，同時也是利姆薩·羅敏薩城邦的守護神。<hex:02100103>她有著風屬性的神力，負責管理星三月的運行。<hex:02100103>據傳說，利姆萊茵是河川神沙利亞克的女兒，也是大地神諾菲卡的姐姐。<hex:02100103>她經常被描繪為一位手持長尖漁叉的健壯漁民。象徵符號則是一朵浪花。,,
476,奧修昂是司掌山岳與放浪的男神。<hex:02100103>他有著風屬性的神力，負責管理靈三月的運行。<hex:02100103>據傳說，奧修昂是商貿神納爾札爾的結義兄弟，也是戰爭神哈羅妮的摯友。<hex:02100103>他經常被描繪為一位手持紫杉木弓的悠閒獵人。象徵符號則是一把登山手杖。,,
477,比爾格是司掌建築與工藝的男神。<hex:02100103>他有著雷屬性的神力，負責管理星四月的運行。<hex:02100103>據傳說，比爾格是河川神沙利亞克的弟子，也是戰爭神哈羅妮的兄長。<hex:02100103>他經常被描繪為一位手持雙頭鐵錘的老實鐵匠。象徵符號則是一隻靈巧的手。,,
478,拉爾戈是司掌彗星與破壞的男神，同時也是阿拉米格城邦的守護神。<hex:02100103>他有著雷屬性的神力，負責管理靈四月的運行。<hex:02100103>據傳說，拉爾戈是行星神妮美雅的僕人，也是工藝神比爾格和戰爭神哈羅妮的養父。<hex:02100103>他經常被描繪為一位手持黃銅手杖的魔法師。象徵符號則是一顆流星。,,
