key,3,4,5
42,哦，這個在最偉大的森林裡也有。<hex:02100103>依我看，這是巨大的樹吧？！,不是嗎？這樣啊……<hex:02100103>上部的容積特別大，往下就開始變細了……<hex:02100103>最關鍵的是，這非同一般的高度……,我知道了！這是用水壓輸水的供水塔！<hex:02100103>它的高度是用來調節水壓的！
43,鈍口螈！<hex:02100103>有活力的鈍口螈！,可見，在那之後它的理念順利地通過了審核，<hex:02100103>由此成為了生息於世間的萬物之一繁衍綿延至今。<hex:02100103>彷彿從它的身上感受到了歷史的厚重滄桑……,
44,哎呀？！<hex:02100103>居然能用慕斯肉丸打到我……<hex:02100103>看來你不是一般人啊？！,,
45,麻醉針射中的鳥並不是目標……,,
46,這座神像屬於我們薩雷安的守護神沙利亞克，<hex:02100103>他是艾歐澤亞的十二神之一，<hex:02100103>是司掌河流與知識的男神。,我國曾採用直接民主主義<hex:02100103>通過全體市民都參與的市民議會決定各種國策。<hex:02100103>守護神也是在當時通過民眾投票決定的。,但選擇知識神的原因，<hex:02100103>與其說是信仰心，更像是一種思想信條。<hex:02100103>國民們都懷揣著一種身為知識收集者的使命感。
47,神話中說，知識神擁有<hex:02100103>能湧出知識之水的水瓶。,這個石像的水瓶就是對傳說的重現。<hex:02100103>從管道中抽出的水被源源不斷地注入了大海。<hex:02100103>這其中也飽含著人們對於薩雷安作為知識之都的願望。,聽說為了實現這一設計也是花了不少工夫。<hex:02100103>魔法大學引以為傲的所思大書院中<hex:02100103>還收藏有當時的石匠們留下的奮鬥歷史。
48,相傳第六靈災發生時，大洪水襲擊了艾歐澤亞。<hex:02100103>被後人稱為十二賢者的英雄挺身而出，<hex:02100103>拯救了眾多的百姓。,我們的祖國薩雷安<hex:02100103>就是由十二賢者之一的紐恩克雷夫<hex:02100103>與他從洪水中救出的倖存者們一同創立的。,最早的一批居民登陸<hex:02100103>就是在那個石像旁邊的海邊……<hex:02100103>那已經是距今近1600年前的事了。
49,,,
50,,,
51,奧密克戎佇立著。<hex:02100103>那一動不動的樣子一看就是在待命。,,
52,奧密克戎待在裝置旁邊。<hex:02100103>沒有什麼特別的行動，似乎只是在待命。,,
53,奧密克戎正在和阿爾菲諾交流。<hex:02100103>不知道交流得是否開心，<hex:02100103>不過看起來沒什麼異常。,,
54,不是奧密克戎，而是鈍口螈！<hex:02100103>真沒想到鈍口螈還挺適合在宇宙中活動的！,是在迷津培養的個體<hex:02100103>潛入了魔導船嗎？<hex:02100103>真是有活力啊……,
55,這個奧密克戎漫不經心地徘徊著。<hex:02100103>毫無章法的行動似乎並不具備目的性……,,
56,乍一看有著粗獷的外表，不過畢竟是名門貴族，<hex:02100103>總感覺隱約能看到有品位的紳士面容。,先把這件事放一邊……<hex:02100103>他雖然還有呼吸，但卻沒有要甦醒的樣子……,
57,健壯的手臂。<hex:02100103>不過這是絕不會傷害他人的紳士手臂。,比起這件事……<hex:02100103>他摸上去又冷又硬……,
58,穿著紳士鞋。<hex:02100103>想必是曼德維爾家的特製品。<hex:02100103>不知道這雙鞋一共要多少錢……,,
59,娜修在打盹。<hex:02100103>是似曾相識的景象……,,
60,帕利伽在調查架子。<hex:02100103>圓圓的小手看上去很可愛……,,
61,不明飛行物體正在搬運一個熟悉的人。<hex:02100103>假裝沒看見吧……,,
62,娜修正在和阿爾戈斯玩耍。<hex:02100103>看上去非常溫馨……,,
63,德里昂正在認真尋找不明飛行物體。<hex:02100103>感受到了他的執念……,,
64,這裡……雖然看上去像眼睛，<hex:02100103>但是只鑲嵌了一顆寶石。<hex:02100103>另一顆是掉了嗎？,,
65,轎杠折掉了啊。<hex:02100103>這下神轎可不好抬了，<hex:02100103>畢竟它那麼大。,,
66,尾羽的裝飾已經不成樣子了啊。<hex:02100103>之前看到的時候感覺更華麗一些呢。,,
67,爐子離這麼近太熱了，再加上通風又不好，<hex:02100103>這樣根本沒法好好工作啊……,,
68,磨損得很嚴重啊。<hex:02100103>差不多該好好修整一下了吧？,,
69,這碗飯一點都沒吃啊！<hex:02100103>涼了就不好吃了……,,
70,這是襲擊過程中士兵使用的武器。<hex:02100103>看起來像是火槍，但又區別於一般的形狀，<hex:02100103>應該是高度文明的產物。,,
71,雖然看不到眼睛和嘴巴對應的位置，<hex:02100103>但是卻能看到帶有光的紋樣。,,
72,從遠處看感覺像是甲胄，<hex:02100103>但是離近了才知道其實是由複雜零件構成的機器。,不過其材質並不是常見的金屬。<hex:02100103>也看不到類似青磷引擎的東西，不清楚其動力源是什麼。,
73,我說……<hex:02100103>你不是要調查我，而是要調查機器兵對吧？,,
74,雖然目前一切運行正常，但幾年後應該會出現劣化……,,
75,這裡會定期排出氣化的青磷水。<hex:02100103>目前來看一切正常。,,
76,大木桶中裝有青磷水。<hex:02100103>先不說密封性，這麼大的體積應該會很重吧。,,
77,星戰士團的士兵暈倒了！<hex:02100103>趕緊去查看一下！,,
78,人類的足跡……<hex:02100103>可能是星戰士團的士兵或者拉札罕正義俠留下的。,,
79,有魔物倒在了地上。<hex:02100103>是拉札罕正義俠之前提到的魔物嗎……,,
80,好多種素材啊……<hex:02100103>感覺這下就可以全身心投入工作了，<hex:02100103>還有什麼問題嗎？,,
81,前方左邊的腦袋象徵著霍比格族，<hex:02100103>嚴肅的表情代表它掌管著武力。<hex:02100103>塗有紅色代表著「要贏下太陽照耀的大地」的決心。,,
82,前方右邊的腦袋象徵著布涅瓦族，<hex:02100103>冷靜的表情代表它掌管著智力。<hex:02100103>塗有藍色代表著「要堅守藍色森林」的決心。,,
83,這是慶祝雙頭輝鱗人誕生的旗子。<hex:02100103>這其中還包含著這旗子風化之前<hex:02100103>能誕生下一個雙頭輝鱗人的願望。,,
84,雖然不是雕像，光是柱子就讓你如此在意嗎？<hex:02100103>雖然整體設計得很抽象，<hex:02100103>但據說是以森林中的動植物為原型做的雕刻。,,
85,哎呀，你很在意那邊的大房子嗎？<hex:02100103>那是特意為新族長準備的宅邸。,順便說一下要想成為族長的話，<hex:02100103>必須得是雙頭族人的父輩……<hex:02100103>不過這樣的規定今後應該也會發生變化吧。,
86,找到需要救助的人了！,,
87,悠閒地漂浮在海面上。<hex:02100103>看起來並不需要幫助。,,
88,愉快地欣賞著大海。<hex:02100103>看起來並不需要幫助。,,
