key,6,7
114,交戰狀態下的敵人的道具,伊迪雅正在使用「聖靈藥」。<hex:02100103>伊迪雅中斷了使用「聖靈藥」。
115,交戰狀態下的敵人進行恢復,   伊迪雅恢復了9999點體力。
116,交戰狀態下的敵人給他人附加強化狀態,   對伊迪雅附加了「護盾」的效果。
117,交戰狀態下的敵人給他人附加弱化狀態,   對斯考爾附加了「失明」的效果。
118,交戰狀態下的敵人受到傷害,斯考爾發動攻擊  伊迪雅受到了9999點傷害。
119,交戰狀態下的敵人迴避了攻擊,斯考爾發動攻擊  失誤了！
120,對交戰狀態下的敵人發動的技能,塞法正在詠唱「護盾」。<hex:02100103>塞法中斷了詠唱「護盾」。
121,對交戰狀態下的敵人使用的道具,塞法使用了「聖靈藥」。<hex:02100103>塞法中斷了使用「聖靈藥」。
122,交戰狀態下的敵人接受恢復,   伊迪雅恢復了9999點體力。
123,交戰狀態下的敵人接收他人的強化狀態,   對伊迪雅附加了「護盾」的效果。
124,交戰狀態下的敵人接收他人的弱化狀態,   對伊迪雅附加了「沉默」的效果。
125,交戰狀態下的敵人的強化狀態效果消失,伊迪雅的「護盾」狀態效果消失了。
126,交戰狀態下的敵人的弱化狀態效果消失,伊迪雅的「沉默」狀態效果消失了。
127,,
128,,
129,,
130,,
131,非交戰狀態下的敵人造成傷害,伊迪雅發動攻擊  斯考爾受到了9999點傷害。
132,非交戰狀態下的敵人的攻擊落空,伊迪雅發動攻擊  失誤了！
133,非交戰狀態下的敵人的技能,伊迪雅正在詠唱「核爆」。<hex:02100103>伊迪雅中斷了詠唱「核爆」。
134,非交戰狀態下的敵人的道具,伊迪雅正在使用「聖靈藥」。<hex:02100103>伊迪雅中斷了使用「聖靈藥」。
135,非交戰狀態下的敵人進行恢復,   伊迪雅恢復了9999點體力。
136,非交戰狀態下的敵人給他人附加強化狀態,   對伊迪雅附加了「護盾」的效果。
137,非交戰狀態下的敵人給他人附加弱化狀態,   對斯考爾附加了「失明」的效果。
138,非交戰狀態下的敵人受到傷害,斯考爾發動攻擊  伊迪雅受到了9999點傷害。
139,非交戰狀態下的敵人迴避了攻擊,斯考爾發動攻擊  失誤了！
140,對非交戰狀態下的敵人發動的技能,塞法正在詠唱「護盾」。<hex:02100103>塞法中斷了詠唱「護盾」。
141,對非交戰狀態下的敵人使用的道具,塞法使用了「聖靈藥」。<hex:02100103>塞法中斷了使用「聖靈藥」。
142,非交戰狀態下的敵人接受恢復,   伊迪雅恢復了9999點體力。
143,非交戰狀態下的敵人接收他人的強化狀態,   對伊迪雅附加了「護盾」的效果。
144,非交戰狀態下的敵人接收他人的弱化狀態,   對伊迪雅附加了「沉默」的效果。
145,非交戰狀態下的敵人的強化狀態效果消失,伊迪雅的「護盾」狀態效果消失了。
146,非交戰狀態下的敵人的弱化狀態效果消失,伊迪雅的「沉默」狀態效果消失了。
147,,
148,,
149,,
150,,
151,團隊隊友造成傷害,扎克斯發動攻擊  魔界花受到了9999點傷害。
152,團隊隊友的攻擊落空,扎克斯發動攻擊  失誤了！
153,團隊隊友的技能,扎克斯正在詠唱「核爆」。<hex:02100103>扎克斯中斷了詠唱「核爆」。
154,團隊隊友的道具,扎克斯正在使用「聖靈藥」。<hex:02100103>扎克斯中斷了使用「聖靈藥」。
155,團隊隊友進行恢復,   扎克斯恢復了9999點體力。
156,團隊隊友給他人附加強化狀態,   對扎克斯附加了「護盾」的效果。
157,團隊隊友給他人附加弱化狀態,   對魔界花附加了「失明」的效果。
158,團隊隊友受到傷害,魔界花發動攻擊  扎克斯受到了9999點傷害。
159,團隊隊友迴避了攻擊,魔界花發動攻擊  失誤了！
160,對團隊隊友發動的技能,愛麗絲正在詠唱「護盾」。<hex:02100103>愛麗絲中斷了詠唱「護盾」。
161,對團隊隊友使用的道具,愛麗絲使用了「聖靈藥」。<hex:02100103>愛麗絲中斷了使用「聖靈藥」。
162,團隊隊友接受恢復,   扎克斯恢復了9999點體力。
163,團隊隊友接收他人的強化狀態,   對扎克斯附加了「護盾」的效果。
164,團隊隊友接收他人的弱化狀態,   對扎克斯附加了「沉默」的效果。
165,團隊隊友的強化狀態效果消失,扎克斯的「護盾」狀態效果消失了。
166,團隊隊友的弱化狀態效果消失,扎克斯的「沉默」狀態效果消失了。
167,,
168,,
169,,
170,,
171,友好的非玩家角色造成傷害,德修發動攻擊  魔界花受到了9999點傷害。
172,友好的非玩家角色的攻擊落空,德修發動攻擊  失誤了！
173,友好的非玩家角色的技能,德修正在詠唱「核爆」。<hex:02100103>德修中斷了詠唱「核爆」。
174,友好的非玩家角色的道具,德修正在使用「聖靈藥」。<hex:02100103>德修中斷了使用「聖靈藥」。
175,友好的非玩家角色進行恢復,   德修恢復了9999點體力。
176,友好的非玩家角色給他人附加強化狀態,   對德修附加了「護盾」的效果。
177,友好的非玩家角色給他人附加弱化狀態,   對魔界花附加了「失明」的效果。
178,友好的非玩家角色受到傷害,魔界花發動攻擊  德修受到了9999點傷害。
179,友好的非玩家角色迴避了攻擊,魔界花發動攻擊  失誤了！
180,對友好的非玩家角色發動的技能,艾麗婭正在詠唱「護盾」。<hex:02100103>艾麗婭中斷了詠唱「護盾」。
181,對友好的非玩家角色使用的道具,艾麗婭使用了「聖靈藥」。<hex:02100103>艾麗婭中斷了使用「聖靈藥」。
182,友好的非玩家角色接受恢復,   德修恢復了9999點體力。
183,友好的非玩家角色接收他人的強化狀態,   對德修附加了「護盾」的效果。
184,友好的非玩家角色接收他人的弱化狀態,   對德修附加了「沉默」的效果。
185,友好的非玩家角色的強化狀態效果消失,德修的「護盾」狀態效果消失了。
186,友好的非玩家角色的弱化狀態效果消失,德修的「沉默」狀態效果消失了。
187,,
188,,
189,,
190,,
191,自己的召喚獸及搭檔造成傷害,波可發動攻擊  魔界花受到了9999點傷害。
192,自己的召喚獸及搭檔的攻擊落空,波可發動攻擊  失誤了！
193,自己的召喚獸及搭檔的技能,波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。
194,自己的召喚獸及搭檔的道具,波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。
195,自己的召喚獸及搭檔進行恢復,   波可恢復了9999點體力。
196,自己的召喚獸及搭檔給他人附加強化狀態,   對波可附加了「護盾」的效果。
197,自己的召喚獸及搭檔給他人附加弱化狀態,   對魔界花附加了「失明」的效果。
198,自己的召喚獸及搭檔受到傷害,魔界花發動攻擊  波可受到了9999點傷害。
199,自己的召喚獸及搭檔迴避了攻擊,魔界花發動攻擊  失誤了！
200,對自己的召喚獸及搭檔發動的技能,可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。
201,對自己的召喚獸及搭檔使用的道具,可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。
202,自己的召喚獸及搭檔接受恢復,   波可恢復了9999點體力。
203,自己的召喚獸及搭檔接收他人的強化狀態,   對波可附加了「護盾」的效果。
204,自己的召喚獸及搭檔接收他人的弱化狀態,   對波可附加了「沉默」的效果。
205,自己的召喚獸及搭檔的強化狀態效果消失,波可的「護盾」狀態效果消失了。
206,自己的召喚獸及搭檔的弱化狀態效果消失,波可的「沉默」狀態效果消失了。
207,,
208,,
209,,
210,,
211,隊友的召喚獸及搭檔造成傷害,波可發動攻擊  魔界花受到了9999點傷害。
212,隊友的召喚獸及搭檔的攻擊落空,波可發動攻擊  失誤了！
213,隊友的召喚獸及搭檔的技能,波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。
214,隊友的召喚獸及搭檔的道具,波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。
215,隊友的召喚獸及搭檔進行恢復,   波可恢復了9999點體力。
216,隊友的召喚獸及搭檔給他人附加強化狀態,   對波可附加了「護盾」的效果。
217,隊友的召喚獸及搭檔給他人附加弱化狀態,   對魔界花附加了「失明」的效果。
218,隊友的召喚獸及搭檔受到傷害,魔界花發動攻擊  波可受到了9999點傷害。
219,隊友的召喚獸及搭檔迴避了攻擊,魔界花發動攻擊  失誤了！
220,對隊友的召喚獸及搭檔發動的技能,可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。
221,對隊友的召喚獸及搭檔使用的道具,可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。
222,隊友的召喚獸及搭檔接受恢復,   波可恢復了9999點體力。
223,隊友的召喚獸及搭檔接收他人的強化狀態,   對波可附加了「護盾」的效果。
224,隊友的召喚獸及搭檔接收他人的弱化狀態,   對波可附加了「沉默」的效果。
225,隊友的召喚獸及搭檔的強化狀態效果消失,波可的「護盾」狀態效果消失了。
226,隊友的召喚獸及搭檔的弱化狀態效果消失,波可的「沉默」狀態效果消失了。
227,,
228,,
229,,
230,,
231,團隊隊友的召喚獸及搭檔造成傷害,波可發動攻擊  魔界花受到了9999點傷害。
232,團隊隊友的召喚獸及搭檔的攻擊落空,波可發動攻擊  失誤了！
233,團隊隊友的召喚獸及搭檔的技能,波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。
234,團隊隊友的召喚獸及搭檔的道具,波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。
235,團隊隊友的召喚獸及搭檔進行恢復,   波可恢復了9999點體力。
236,團隊隊友的召喚獸及搭檔給他人附加強化狀態,   對波可附加了「護盾」的效果。
237,團隊隊友的召喚獸及搭檔給他人附加弱化狀態,   對魔界花附加了「失明」的效果。
238,團隊隊友的召喚獸及搭檔受到傷害,魔界花發動攻擊  波可受到了9999點傷害。
239,團隊隊友的召喚獸及搭檔迴避了攻擊,魔界花發動攻擊  失誤了！
240,對團隊隊友的召喚獸及搭檔發動的技能,可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。
241,對團隊隊友的召喚獸及搭檔使用的道具,可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。
242,團隊隊友的召喚獸及搭檔接受恢復,   波可恢復了9999點體力。
243,團隊隊友的召喚獸及搭檔接收他人的強化狀態,   對波可附加了「護盾」的效果。
244,團隊隊友的召喚獸及搭檔接收他人的弱化狀態,   對波可附加了「沉默」的效果。
245,團隊隊友的召喚獸及搭檔的強化狀態效果消失,波可的「護盾」狀態效果消失了。
246,團隊隊友的召喚獸及搭檔的弱化狀態效果消失,波可的「沉默」狀態效果消失了。
247,,
248,,
249,,
250,,
251,他人的召喚獸及搭檔造成傷害,波可發動攻擊  魔界花受到了9999點傷害。
252,他人的召喚獸及搭檔的攻擊落空,波可發動攻擊  失誤了！
253,他人的召喚獸及搭檔的技能,波可正在詠唱「核爆」。<hex:02100103>波可中斷了詠唱「核爆」。
254,他人的召喚獸及搭檔的道具,波可正在使用「聖靈藥」。<hex:02100103>波可中斷了使用「聖靈藥」。
255,他人的召喚獸及搭檔進行恢復,   波可恢復了9999點體力。
256,他人的召喚獸及搭檔給他人附加強化狀態,   對波可附加了「護盾」的效果。
257,他人的召喚獸及搭檔給他人附加弱化狀態,   對魔界花附加了「失明」的效果。
258,他人的召喚獸及搭檔受到傷害,魔界花發動攻擊  波可受到了9999點傷害。
259,他人的召喚獸及搭檔迴避了攻擊,魔界花發動攻擊  失誤了！
260,對他人的召喚獸及搭檔發動的技能,可可正在詠唱「護盾」。<hex:02100103>可可中斷了詠唱「護盾」。
261,對他人的召喚獸及搭檔使用的道具,可可使用了「聖靈藥」。<hex:02100103>可可中斷了使用「聖靈藥」。
262,他人的召喚獸及搭檔接受恢復,   波可恢復了9999點體力。
263,他人的召喚獸及搭檔接收他人的強化狀態,   對波可附加了「護盾」的效果。
264,他人的召喚獸及搭檔接收他人的弱化狀態,   對波可附加了「沉默」的效果。
265,他人的召喚獸及搭檔的強化狀態效果消失,波可的「護盾」狀態效果消失了。
266,他人的召喚獸及搭檔的弱化狀態效果消失,波可的「沉默」狀態效果消失了。
267,,
268,,
269,,
270,,
300,跨服通訊貝2,[跨服貝2]<瑞姆> 你好！
301,跨服通訊貝3,[跨服貝3]<吉坦> 你好！
302,跨服通訊貝4,[跨服貝4]<文森特> 你好！
303,跨服通訊貝5,[跨服貝5]<奎斯緹絲> 你好！
304,跨服通訊貝6,[跨服貝6]<斯坦納> 你好！
305,跨服通訊貝7,[跨服貝7]<西德·海溫德> 你好！
306,跨服通訊貝8,[跨服貝8]<艾可> 你好！
